Transaction ID;Country;Amount (USD);Transaction Type;Date of Transaction;Person Involved;Industry;Destination Country;Reported by Authority;Source of Money;Money Laundering Risk Score;Shell Companies Involved;Financial Institution;Tax Haven Country
TX0000003227;Switzerland;48.876.539.770.505.000;Offshore Transfer;15/5/13 10:00;Person_4969;Arms Trade;USA;False;Legal;3;6;Bank_264;Bahamas
TX0000003228;UK;4.365.225.935.029.800;Cash Withdrawal;15/5/13 11:00;Person_2928;Finance;Brazil;False;Illegal;3;9;Bank_174;Singapore
TX0000003229;USA;22.565.669.003.634.600;Stocks Transfer;15/5/13 12:00;Person_391;Real Estate;USA;False;Illegal;9;0;Bank_465;Singapore
TX0000003230;Brazil;15.118.722.648.065.100;Cash Withdrawal;15/5/13 13:00;Person_5589;Arms Trade;Brazil;False;Illegal;4;7;Bank_221;Bahamas
TX0000003231;UK;29.007.855.198.485.600;Cryptocurrency;15/5/13 14:00;Person_1047;Finance;Singapore;False;Illegal;2;8;Bank_117;Switzerland
TX0000003232;USA;8.593.481.183.551.820;Cash Withdrawal;15/5/13 15:00;Person_7121;Arms Trade;UAE;False;Legal;10;1;Bank_1;Singapore
TX0000003233;Brazil;40.857.631.230.047.300;Cash Withdrawal;15/5/13 16:00;Person_6623;Real Estate;UAE;False;Illegal;7;9;Bank_365;Luxembourg
TX0000003234;USA;3.112.601.717.671.320;Stocks Transfer;15/5/13 17:00;Person_2695;Real Estate;Russia;False;Illegal;1;6;Bank_411;Singapore
TX0000003235;Russia;4.263.579.781.517.870;Cryptocurrency;15/5/13 18:00;Person_7475;Construction;USA;False;Legal;10;6;Bank_313;Switzerland
TX0000003236;UK;1.400.526.340.216.340;Cash Withdrawal;15/5/13 19:00;Person_6293;Arms Trade;USA;False;Illegal;6;3;Bank_275;Panama
TX0000003237;Russia;28.117.698.300.890.400;Cash Withdrawal;15/5/13 20:00;Person_1991;Luxury Goods;UK;False;Illegal;2;5;Bank_404;Singapore
TX0000003238;Russia;475.684.996.660.441;Stocks Transfer;15/5/13 21:00;Person_1635;Arms Trade;India;False;Illegal;3;4;Bank_142;Singapore
TX0000003239;Singapore;32.133.877.837.144.200;Cash Withdrawal;15/5/13 22:00;Person_7212;Arms Trade;Singapore;False;Legal;10;2;Bank_33;Luxembourg
TX0000003240;Russia;3.618.422.193.099.380;Property Purchase;15/5/13 23:00;Person_2169;Luxury Goods;Brazil;False;Illegal;7;7;Bank_458;Switzerland
TX0000003241;USA;37.097.568.463.067.900;Property Purchase;16/5/13 00:00;Person_1741;Oil & Gas;China;False;Illegal;8;6;Bank_235;Bahamas
TX0000003242;Singapore;4.512.082.130.865.710;Stocks Transfer;16/5/13 01:00;Person_270;Oil & Gas;UK;True;Legal;3;1;Bank_477;Switzerland
TX0000003243;Singapore;8.608.917.370.397.170;Offshore Transfer;16/5/13 02:00;Person_8529;Construction;Switzerland;False;Legal;7;5;Bank_107;Singapore
TX0000003244;Brazil;17.488.826.131.838.600;Property Purchase;16/5/13 03:00;Person_9854;Luxury Goods;UK;False;Legal;10;7;Bank_262;Singapore
TX0000003245;UK;15.649.528.684.303.900;Cash Withdrawal;16/5/13 04:00;Person_5093;Luxury Goods;UAE;False;Illegal;6;1;Bank_161;Luxembourg
TX0000003246;Singapore;4.868.023.477.982.570;Property Purchase;16/5/13 05:00;Person_2113;Construction;Switzerland;False;Legal;7;7;Bank_29;Singapore
TX0000003247;Singapore;4.947.999.250.597.720;Offshore Transfer;16/5/13 06:00;Person_5402;Finance;Switzerland;False;Illegal;10;0;Bank_316;Bahamas
TX0000003248;UAE;2.760.707.879.146.660;Cryptocurrency;16/5/13 07:00;Person_515;Finance;Switzerland;False;Legal;6;5;Bank_103;Cayman Islands
TX0000003249;China;4.414.734.776.211.660;Offshore Transfer;16/5/13 08:00;Person_6665;Real Estate;South Africa;False;Illegal;6;3;Bank_487;Singapore
TX0000003250;India;11.577.608.796.371.500;Cryptocurrency;16/5/13 09:00;Person_4809;Finance;UAE;False;Illegal;10;2;Bank_473;Switzerland
TX0000003251;South Africa;34.203.987.678.732.800;Stocks Transfer;16/5/13 10:00;Person_4466;Construction;Singapore;False;Illegal;7;7;Bank_203;Switzerland
TX0000003252;Brazil;30.604.640.302.401.600;Offshore Transfer;16/5/13 11:00;Person_1444;Luxury Goods;India;False;Legal;3;7;Bank_266;Cayman Islands
TX0000003253;UK;8.423.088.029.199.660;Stocks Transfer;16/5/13 12:00;Person_9746;Construction;Singapore;False;Illegal;4;4;Bank_412;Panama
TX0000003254;China;4.326.220.182.976.980;Stocks Transfer;16/5/13 13:00;Person_7185;Construction;Singapore;False;Legal;8;9;Bank_294;Panama
TX0000003255;South Africa;37.060.207.599.939.800;Property Purchase;16/5/13 14:00;Person_5969;Luxury Goods;China;True;Legal;7;7;Bank_390;Bahamas
TX0000003256;India;21.631.103.122.387.500;Property Purchase;16/5/13 15:00;Person_1020;Oil & Gas;India;False;Illegal;7;7;Bank_471;Luxembourg
TX0000003257;USA;2.957.191.997.883.110;Stocks Transfer;16/5/13 16:00;Person_2136;Construction;Brazil;True;Illegal;3;6;Bank_51;Cayman Islands
TX0000003258;India;22.982.903.763.630.400;Stocks Transfer;16/5/13 17:00;Person_8694;Construction;China;False;Illegal;6;6;Bank_460;Bahamas
TX0000003259;Brazil;4.402.368.204.121.940;Offshore Transfer;16/5/13 18:00;Person_9047;Arms Trade;South Africa;True;Illegal;10;0;Bank_240;Singapore
TX0000003260;South Africa;39.830.020.480.098.700;Cryptocurrency;16/5/13 19:00;Person_2456;Finance;Brazil;False;Legal;3;9;Bank_303;Singapore
TX0000003261;Switzerland;4.955.071.832.001.250;Cash Withdrawal;16/5/13 20:00;Person_2176;Finance;Switzerland;False;Legal;2;6;Bank_351;Switzerland
TX0000003262;USA;4.320.079.801.632.970;Offshore Transfer;16/5/13 21:00;Person_9686;Casinos;Russia;False;Illegal;9;2;Bank_179;Luxembourg
TX0000003263;South Africa;2.221.051.073.345.680;Stocks Transfer;16/5/13 22:00;Person_3880;Arms Trade;Singapore;False;Legal;7;4;Bank_137;Singapore
TX0000003264;South Africa;3.216.113.668.961.880;Cash Withdrawal;16/5/13 23:00;Person_2232;Oil & Gas;Switzerland;False;Legal;6;9;Bank_475;Switzerland
TX0000003265;Russia;21.607.988.353.480.400;Cash Withdrawal;17/5/13 00:00;Person_7113;Arms Trade;USA;False;Illegal;4;6;Bank_293;Cayman Islands
TX0000003266;UK;3.744.081.165.356.880;Cash Withdrawal;17/5/13 01:00;Person_2161;Oil & Gas;Brazil;False;Legal;6;1;Bank_356;Luxembourg
TX0000003267;China;3.982.974.481.906.640;Cash Withdrawal;17/5/13 02:00;Person_2823;Construction;Singapore;False;Legal;7;0;Bank_87;Panama
TX0000003268;Brazil;4.294.805.783.927.940;Property Purchase;17/5/13 03:00;Person_1055;Luxury Goods;India;False;Illegal;1;9;Bank_90;Bahamas
TX0000003269;China;1.598.002.878.613.670;Offshore Transfer;17/5/13 04:00;Person_5953;Luxury Goods;South Africa;False;Legal;6;9;Bank_307;Cayman Islands
TX0000003270;UAE;4.644.137.977.173.610;Cash Withdrawal;17/5/13 05:00;Person_9027;Construction;UAE;False;Illegal;6;8;Bank_230;Switzerland
TX0000003271;Brazil;24.464.110.310.450.300;Stocks Transfer;17/5/13 06:00;Person_1615;Construction;USA;False;Illegal;3;8;Bank_395;Singapore
TX0000003272;Singapore;4.969.248.587.069.710;Stocks Transfer;17/5/13 07:00;Person_9874;Construction;Brazil;False;Illegal;1;2;Bank_143;Singapore
TX0000003273;India;11.324.221.469.614.800;Property Purchase;17/5/13 08:00;Person_7183;Real Estate;South Africa;False;Illegal;4;2;Bank_348;Luxembourg
TX0000003274;Russia;33.204.917.410.345.200;Property Purchase;17/5/13 09:00;Person_7119;Oil & Gas;Russia;False;Illegal;10;4;Bank_470;Singapore
TX0000003275;UAE;3.431.769.052.102.730;Offshore Transfer;17/5/13 10:00;Person_7598;Finance;China;True;Illegal;5;3;Bank_171;Panama
TX0000003276;South Africa;2.686.179.160.150.860;Cryptocurrency;17/5/13 11:00;Person_8605;Real Estate;UK;False;Legal;8;7;Bank_229;Panama
TX0000003277;Switzerland;13.033.278.369.912.800;Stocks Transfer;17/5/13 12:00;Person_8346;Construction;Russia;False;Legal;8;7;Bank_308;Switzerland
TX0000003278;Singapore;10.594.261.353.818.200;Cash Withdrawal;17/5/13 13:00;Person_2429;Oil & Gas;UAE;False;Legal;5;5;Bank_473;Switzerland
TX0000003279;Switzerland;4.721.822.703.950.160;Property Purchase;17/5/13 14:00;Person_8485;Luxury Goods;China;True;Illegal;9;1;Bank_6;Singapore
TX0000003280;Switzerland;28.029.474.622.204.100;Property Purchase;17/5/13 15:00;Person_9599;Casinos;UK;False;Illegal;5;9;Bank_122;Cayman Islands
TX0000003281;UAE;56.689.857.124.506;Property Purchase;17/5/13 16:00;Person_6030;Oil & Gas;Russia;True;Illegal;3;7;Bank_175;Luxembourg
TX0000003282;UK;10.541.224.015.194.800;Property Purchase;17/5/13 17:00;Person_6818;Construction;Brazil;False;Illegal;9;0;Bank_79;Singapore
TX0000003283;UAE;24.245.578.401.722.700;Cash Withdrawal;17/5/13 18:00;Person_677;Oil & Gas;Switzerland;False;Illegal;8;3;Bank_287;Switzerland
TX0000003284;Singapore;29.354.564.564.792.500;Offshore Transfer;17/5/13 19:00;Person_7789;Finance;Singapore;False;Legal;1;3;Bank_191;Switzerland
TX0000003285;China;40.335.112.595.759.600;Offshore Transfer;17/5/13 20:00;Person_9191;Real Estate;USA;True;Legal;10;8;Bank_325;Singapore
TX0000003286;Russia;7.151.340.467.566.360;Stocks Transfer;17/5/13 21:00;Person_2630;Luxury Goods;China;True;Illegal;4;4;Bank_298;Singapore
TX0000003287;Brazil;47.154.173.661.035.700;Cryptocurrency;17/5/13 22:00;Person_7891;Luxury Goods;Russia;True;Illegal;4;2;Bank_289;Switzerland
TX0000003288;India;19.630.300.774.060.500;Cryptocurrency;17/5/13 23:00;Person_2874;Finance;China;False;Legal;9;0;Bank_112;Singapore
TX0000003289;UK;9.029.705.689.689.620;Stocks Transfer;18/5/13 00:00;Person_1071;Construction;USA;False;Illegal;3;4;Bank_50;Singapore
TX0000003290;India;124.226.597.628.405;Offshore Transfer;18/5/13 01:00;Person_8412;Oil & Gas;UAE;True;Legal;4;6;Bank_433;Cayman Islands
TX0000003291;Brazil;4.496.910.971.870.680;Offshore Transfer;18/5/13 02:00;Person_9195;Real Estate;Russia;True;Illegal;4;1;Bank_135;Panama
TX0000003292;Switzerland;1.586.983.261.830.540;Offshore Transfer;18/5/13 03:00;Person_1255;Oil & Gas;USA;False;Illegal;6;2;Bank_454;Singapore
TX0000003293;Russia;38.351.031.795.837.600;Offshore Transfer;18/5/13 04:00;Person_6004;Oil & Gas;UK;True;Illegal;9;6;Bank_56;Luxembourg
TX0000003294;India;1.040.376.222.982.520;Cash Withdrawal;18/5/13 05:00;Person_6890;Arms Trade;Singapore;False;Illegal;10;0;Bank_152;Singapore
TX0000003295;Singapore;35.319.310.137.699.600;Cash Withdrawal;18/5/13 06:00;Person_4204;Real Estate;India;False;Illegal;2;9;Bank_254;Singapore
TX0000003296;UK;2.461.518.709.217.020;Cash Withdrawal;18/5/13 07:00;Person_2735;Luxury Goods;South Africa;False;Illegal;4;7;Bank_305;Singapore
TX0000003297;Brazil;18.992.699.979.017.400;Cash Withdrawal;18/5/13 08:00;Person_2812;Oil & Gas;Russia;False;Illegal;6;8;Bank_89;Switzerland
TX0000003298;UK;2.601.548.090.347.510;Stocks Transfer;18/5/13 09:00;Person_3684;Real Estate;UAE;False;Illegal;2;6;Bank_348;Singapore
TX0000003299;UK;5.781.012.245.760.270;Cryptocurrency;18/5/13 10:00;Person_6779;Casinos;UAE;False;Illegal;8;6;Bank_471;Switzerland
TX0000003300;China;22.701.153.947.670.100;Offshore Transfer;18/5/13 11:00;Person_7219;Real Estate;Singapore;False;Illegal;4;7;Bank_81;Cayman Islands
TX0000003301;Singapore;10.560.241.068.193.900;Cryptocurrency;18/5/13 12:00;Person_5875;Real Estate;Singapore;True;Illegal;2;3;Bank_91;Panama
TX0000003302;South Africa;2.424.914.404.728.890;Cash Withdrawal;18/5/13 13:00;Person_8703;Real Estate;China;False;Illegal;6;1;Bank_143;Singapore
TX0000003303;China;9.957.324.179.068.350;Stocks Transfer;18/5/13 14:00;Person_6941;Arms Trade;Brazil;False;Illegal;10;3;Bank_285;Switzerland
TX0000003304;China;3.187.919.067.269.030;Property Purchase;18/5/13 15:00;Person_3510;Luxury Goods;Singapore;True;Legal;7;7;Bank_273;Cayman Islands
TX0000003305;India;4.957.346.748.504.640;Cryptocurrency;18/5/13 16:00;Person_3496;Real Estate;UAE;True;Illegal;4;4;Bank_376;Switzerland
TX0000003306;Brazil;14.118.552.502.978.400;Property Purchase;18/5/13 17:00;Person_7551;Construction;Russia;False;Illegal;1;0;Bank_247;Switzerland
TX0000003307;Brazil;15.699.111.545.276.800;Offshore Transfer;18/5/13 18:00;Person_5758;Oil & Gas;Switzerland;False;Legal;3;6;Bank_124;Panama
TX0000003308;UAE;436.684.378.776.568;Cash Withdrawal;18/5/13 19:00;Person_4010;Casinos;Singapore;False;Legal;7;8;Bank_305;Luxembourg
TX0000003309;Switzerland;4.654.121.682.593.550;Offshore Transfer;18/5/13 20:00;Person_6510;Finance;UK;False;Illegal;4;5;Bank_224;Bahamas
TX0000003310;China;4.889.340.536.743.470;Stocks Transfer;18/5/13 21:00;Person_546;Oil & Gas;Russia;False;Illegal;3;0;Bank_172;Luxembourg
TX0000003311;Brazil;32.178.747.924.368.900;Cash Withdrawal;18/5/13 22:00;Person_1123;Oil & Gas;China;False;Illegal;10;0;Bank_67;Switzerland
TX0000003312;India;873.376.612.907.262;Cash Withdrawal;18/5/13 23:00;Person_2962;Casinos;China;False;Legal;3;1;Bank_378;Panama
TX0000003313;Russia;35.334.000.705.094.600;Stocks Transfer;19/5/13 00:00;Person_9886;Finance;USA;False;Illegal;7;2;Bank_128;Panama
TX0000003314;UK;1.978.851.737.314.280;Stocks Transfer;19/5/13 01:00;Person_6832;Oil & Gas;India;False;Illegal;3;2;Bank_198;Bahamas
TX0000003315;Brazil;3.689.614.164.174.300;Cash Withdrawal;19/5/13 02:00;Person_1791;Casinos;India;False;Illegal;1;5;Bank_245;Cayman Islands
TX0000003316;Brazil;18.687.065.304.145.900;Cryptocurrency;19/5/13 03:00;Person_5577;Arms Trade;India;False;Illegal;6;0;Bank_349;Panama
TX0000003317;South Africa;38.017.990.224.361.200;Cryptocurrency;19/5/13 04:00;Person_9209;Real Estate;Singapore;False;Illegal;4;6;Bank_122;Singapore
TX0000003318;UK;6.820.211.248.430.190;Offshore Transfer;19/5/13 05:00;Person_5018;Construction;India;False;Illegal;4;6;Bank_87;Panama
TX0000003319;India;19.227.762.118.406.000;Property Purchase;19/5/13 06:00;Person_2672;Real Estate;South Africa;False;Illegal;7;8;Bank_340;Switzerland
TX0000003320;South Africa;1.419.756.982.329.470;Property Purchase;19/5/13 07:00;Person_3504;Arms Trade;China;True;Illegal;2;5;Bank_324;Singapore
TX0000003321;Russia;16.088.577.631.357.300;Property Purchase;19/5/13 08:00;Person_4326;Real Estate;USA;False;Legal;2;3;Bank_99;Singapore
TX0000003322;Russia;29.586.262.154.609.600;Cryptocurrency;19/5/13 09:00;Person_5923;Finance;Singapore;False;Legal;2;7;Bank_205;Singapore
TX0000003323;Switzerland;33.850.394.693.737.000;Cryptocurrency;19/5/13 10:00;Person_2387;Real Estate;India;True;Legal;1;8;Bank_392;Cayman Islands
TX0000003324;Switzerland;3.418.177.764.553.170;Stocks Transfer;19/5/13 11:00;Person_2339;Arms Trade;UAE;False;Legal;8;1;Bank_206;Switzerland
TX0000003325;South Africa;121.107.835.950.839;Offshore Transfer;19/5/13 12:00;Person_9730;Casinos;USA;False;Illegal;6;0;Bank_218;Bahamas
TX0000003326;South Africa;30.567.867.722.648.500;Offshore Transfer;19/5/13 13:00;Person_2328;Finance;South Africa;False;Illegal;9;2;Bank_198;Bahamas
TX0000003327;USA;13.779.799.885.106.100;Offshore Transfer;19/5/13 14:00;Person_7166;Real Estate;Brazil;False;Illegal;3;7;Bank_127;Bahamas
TX0000003328;Singapore;43.719.410.261.801.000;Property Purchase;19/5/13 15:00;Person_9120;Arms Trade;Russia;True;Illegal;9;4;Bank_116;Singapore
TX0000003329;Switzerland;462.261.915.068.512;Cash Withdrawal;19/5/13 16:00;Person_4069;Casinos;UK;True;Illegal;1;3;Bank_395;Switzerland
TX0000003330;Switzerland;4.627.241.530.666.860;Offshore Transfer;19/5/13 17:00;Person_9170;Arms Trade;UK;False;Illegal;1;9;Bank_351;Cayman Islands
TX0000003331;UAE;22.646.193.464.937.800;Cash Withdrawal;19/5/13 18:00;Person_5333;Real Estate;India;False;Illegal;1;6;Bank_204;Singapore
TX0000003332;Singapore;4.579.348.538.974.290;Stocks Transfer;19/5/13 19:00;Person_2113;Construction;India;False;Legal;8;6;Bank_298;Cayman Islands
TX0000003333;India;11.080.501.618.599.600;Cryptocurrency;19/5/13 20:00;Person_325;Real Estate;South Africa;False;Legal;4;5;Bank_222;Bahamas
TX0000003334;India;26.455.313.035.064.400;Cash Withdrawal;19/5/13 21:00;Person_3177;Luxury Goods;Singapore;True;Legal;1;9;Bank_294;Panama
TX0000003335;China;4.564.890.472.542.400;Stocks Transfer;19/5/13 22:00;Person_878;Finance;Russia;False;Illegal;10;0;Bank_187;Singapore
TX0000003336;UAE;20.375.611.315.505.800;Stocks Transfer;19/5/13 23:00;Person_723;Luxury Goods;India;False;Illegal;8;9;Bank_146;Luxembourg
TX0000003337;China;8.244.431.850.824.080;Cryptocurrency;20/5/13 00:00;Person_9561;Luxury Goods;UK;True;Illegal;5;4;Bank_207;Luxembourg
TX0000003338;Switzerland;16.182.036.491.388.000;Stocks Transfer;20/5/13 01:00;Person_4262;Casinos;Singapore;False;Illegal;9;3;Bank_191;Luxembourg
TX0000003339;South Africa;3.474.262.699.199.640;Stocks Transfer;20/5/13 02:00;Person_6161;Oil & Gas;Russia;False;Legal;2;5;Bank_405;Bahamas
TX0000003340;Russia;23.567.594.528.908.300;Property Purchase;20/5/13 03:00;Person_1415;Construction;India;False;Legal;4;8;Bank_304;Panama
TX0000003341;UK;12.669.904.201.829.900;Stocks Transfer;20/5/13 04:00;Person_128;Oil & Gas;India;False;Illegal;10;4;Bank_264;Luxembourg
TX0000003342;UAE;35.842.859.025.613.200;Cryptocurrency;20/5/13 05:00;Person_5887;Arms Trade;Switzerland;False;Illegal;1;4;Bank_147;Panama
TX0000003343;Singapore;36.069.055.912.623.600;Cash Withdrawal;20/5/13 06:00;Person_6390;Finance;Singapore;False;Illegal;5;6;Bank_57;Bahamas
TX0000003344;Russia;2.654.925.586.350.680;Property Purchase;20/5/13 07:00;Person_2912;Real Estate;Singapore;False;Illegal;2;5;Bank_220;Cayman Islands
TX0000003345;India;24.443.085.721.416.500;Cash Withdrawal;20/5/13 08:00;Person_1820;Construction;India;False;Legal;7;7;Bank_169;Bahamas
TX0000003346;Switzerland;20.588.374.766.442.100;Cryptocurrency;20/5/13 09:00;Person_7759;Finance;USA;False;Illegal;8;8;Bank_36;Panama
TX0000003347;Brazil;34.260.891.715.983.000;Property Purchase;20/5/13 10:00;Person_8039;Finance;India;False;Illegal;9;1;Bank_262;Luxembourg
TX0000003348;China;4.751.311.621.797.190;Cash Withdrawal;20/5/13 11:00;Person_3948;Luxury Goods;China;False;Illegal;1;8;Bank_430;Switzerland
TX0000003349;UAE;22.246.766.355.108.800;Cryptocurrency;20/5/13 12:00;Person_4407;Casinos;Russia;False;Illegal;5;8;Bank_43;Singapore
TX0000003350;UK;4.718.545.186.417.540;Offshore Transfer;20/5/13 13:00;Person_8094;Finance;South Africa;False;Legal;6;3;Bank_414;Panama
TX0000003351;UK;4.957.331.100.960.510;Cryptocurrency;20/5/13 14:00;Person_7542;Luxury Goods;USA;True;Illegal;2;8;Bank_455;Singapore
TX0000003352;USA;22.798.810.796.555.200;Cryptocurrency;20/5/13 15:00;Person_9293;Oil & Gas;South Africa;False;Illegal;4;8;Bank_134;Luxembourg
TX0000003353;Russia;574.392.571.542.758;Cryptocurrency;20/5/13 16:00;Person_2591;Luxury Goods;UK;False;Legal;2;2;Bank_157;Switzerland
TX0000003354;China;876.835.618.164.622;Cash Withdrawal;20/5/13 17:00;Person_8279;Arms Trade;Brazil;False;Illegal;6;6;Bank_281;Bahamas
TX0000003355;Singapore;2.440.720.073.975.260;Property Purchase;20/5/13 18:00;Person_299;Arms Trade;USA;False;Illegal;9;7;Bank_448;Panama
TX0000003356;Switzerland;5.400.878.742.631.600;Stocks Transfer;20/5/13 19:00;Person_4972;Construction;South Africa;False;Illegal;2;9;Bank_400;Luxembourg
TX0000003357;Brazil;4.466.634.235.465.530;Offshore Transfer;20/5/13 20:00;Person_6678;Construction;Russia;False;Illegal;9;2;Bank_18;Panama
TX0000003358;UAE;3.771.768.576.988.860;Stocks Transfer;20/5/13 21:00;Person_3150;Finance;Russia;False;Illegal;2;0;Bank_358;Cayman Islands
TX0000003359;Switzerland;25.896.527.639.996.300;Stocks Transfer;20/5/13 22:00;Person_4249;Real Estate;UAE;False;Illegal;4;6;Bank_345;Panama
TX0000003360;India;3.830.153.149.214.180;Cash Withdrawal;20/5/13 23:00;Person_8448;Oil & Gas;Russia;False;Illegal;9;0;Bank_146;Luxembourg
TX0000003361;Brazil;21.151.612.252.756.700;Offshore Transfer;21/5/13 00:00;Person_4315;Casinos;Singapore;False;Illegal;8;9;Bank_427;Panama
TX0000003362;South Africa;4.144.864.537.823.220;Stocks Transfer;21/5/13 01:00;Person_2693;Oil & Gas;China;False;Illegal;8;8;Bank_423;Panama
TX0000003363;Singapore;26.509.587.272.195.300;Stocks Transfer;21/5/13 02:00;Person_3856;Oil & Gas;Brazil;False;Illegal;3;4;Bank_433;Luxembourg
TX0000003364;Singapore;38.240.133.203.608.400;Cash Withdrawal;21/5/13 03:00;Person_7530;Construction;USA;False;Illegal;8;6;Bank_371;Switzerland
TX0000003365;India;4.255.453.111.558.230;Property Purchase;21/5/13 04:00;Person_9454;Construction;South Africa;False;Illegal;1;3;Bank_453;Luxembourg
TX0000003366;Russia;13.392.109.670.131.100;Offshore Transfer;21/5/13 05:00;Person_6844;Real Estate;Russia;False;Illegal;1;9;Bank_77;Switzerland
TX0000003367;UK;3.559.559.799.837.300;Stocks Transfer;21/5/13 06:00;Person_7174;Construction;Switzerland;False;Legal;2;2;Bank_341;Cayman Islands
TX0000003368;UK;3.678.420.910.632.640;Offshore Transfer;21/5/13 07:00;Person_9624;Luxury Goods;Switzerland;True;Illegal;7;8;Bank_215;Switzerland
TX0000003369;USA;3.655.255.697.941.780;Stocks Transfer;21/5/13 08:00;Person_7574;Arms Trade;UK;False;Illegal;9;8;Bank_476;Bahamas
TX0000003370;UK;4.155.653.740.585.670;Property Purchase;21/5/13 09:00;Person_6725;Arms Trade;USA;False;Illegal;6;2;Bank_428;Panama
TX0000003371;USA;4.582.229.245.551.420;Stocks Transfer;21/5/13 10:00;Person_9699;Luxury Goods;UK;True;Illegal;5;1;Bank_154;Cayman Islands
TX0000003372;Brazil;24.384.897.421.666.300;Stocks Transfer;21/5/13 11:00;Person_3755;Finance;South Africa;True;Illegal;6;1;Bank_334;Singapore
TX0000003373;Russia;442.176.973.450.268;Offshore Transfer;21/5/13 12:00;Person_6884;Finance;Switzerland;False;Legal;8;0;Bank_58;Luxembourg
TX0000003374;India;32.840.576.714.427.600;Property Purchase;21/5/13 13:00;Person_1260;Oil & Gas;South Africa;False;Illegal;9;2;Bank_345;Luxembourg
TX0000003375;UAE;36.902.149.606.560.300;Cryptocurrency;21/5/13 14:00;Person_2111;Real Estate;Switzerland;True;Illegal;5;4;Bank_188;Cayman Islands
TX0000003376;Brazil;27.361.787.532.872.000;Cryptocurrency;21/5/13 15:00;Person_2039;Casinos;UAE;False;Legal;1;8;Bank_396;Switzerland
TX0000003377;USA;11.571.339.671.758.100;Property Purchase;21/5/13 16:00;Person_3303;Luxury Goods;UK;False;Illegal;5;0;Bank_232;Luxembourg
TX0000003378;Russia;27.693.032.844.417.700;Stocks Transfer;21/5/13 17:00;Person_5222;Construction;India;False;Legal;4;3;Bank_398;Cayman Islands
TX0000003379;Switzerland;4.370.002.675.609.630;Cash Withdrawal;21/5/13 18:00;Person_6593;Casinos;UK;True;Illegal;9;8;Bank_326;Panama
TX0000003380;UK;19.141.266.355.984.000;Stocks Transfer;21/5/13 19:00;Person_9841;Real Estate;Russia;False;Illegal;5;1;Bank_411;Cayman Islands
TX0000003381;Singapore;1.353.881.634.378.850;Property Purchase;21/5/13 20:00;Person_9816;Construction;Brazil;True;Illegal;2;5;Bank_358;Luxembourg
TX0000003382;UAE;23.269.720.580.564.900;Offshore Transfer;21/5/13 21:00;Person_7605;Arms Trade;UAE;False;Illegal;4;7;Bank_144;Singapore
TX0000003383;Singapore;4.768.150.787.030.650;Stocks Transfer;21/5/13 22:00;Person_8884;Oil & Gas;South Africa;False;Illegal;9;5;Bank_245;Cayman Islands
TX0000003384;Switzerland;1.827.102.187.704.490;Property Purchase;21/5/13 23:00;Person_4286;Oil & Gas;India;False;Legal;1;7;Bank_5;Luxembourg
TX0000003385;India;12.576.263.365.378.700;Property Purchase;22/5/13 00:00;Person_4060;Real Estate;Switzerland;False;Illegal;1;1;Bank_341;Singapore
TX0000003386;UAE;286.975.705.681.584;Offshore Transfer;22/5/13 01:00;Person_6653;Construction;South Africa;False;Legal;9;4;Bank_136;Cayman Islands
TX0000003387;Brazil;4.327.231.321.747.730;Cash Withdrawal;22/5/13 02:00;Person_9324;Construction;Singapore;False;Illegal;4;4;Bank_139;Bahamas
TX0000003388;Switzerland;32.892.528.418.060.800;Offshore Transfer;22/5/13 03:00;Person_9850;Real Estate;South Africa;False;Illegal;7;7;Bank_166;Cayman Islands
TX0000003389;South Africa;50.894.014.762.348.300;Cash Withdrawal;22/5/13 04:00;Person_6832;Finance;USA;False;Illegal;8;9;Bank_32;Singapore
TX0000003390;South Africa;1.504.511.727.890.150;Property Purchase;22/5/13 05:00;Person_7944;Real Estate;UK;True;Legal;8;0;Bank_384;Singapore
TX0000003391;Brazil;1.599.119.620.485.160;Stocks Transfer;22/5/13 06:00;Person_5592;Luxury Goods;India;False;Legal;10;3;Bank_98;Singapore
TX0000003392;Russia;2.955.276.662.784.230;Cryptocurrency;22/5/13 07:00;Person_4002;Construction;Switzerland;False;Legal;2;4;Bank_295;Luxembourg
TX0000003393;Russia;8.968.678.113.072.290;Offshore Transfer;22/5/13 08:00;Person_2804;Luxury Goods;UAE;False;Illegal;3;9;Bank_132;Singapore
TX0000003394;Singapore;11.589.129.053.981.800;Offshore Transfer;22/5/13 09:00;Person_6268;Casinos;UK;True;Illegal;2;9;Bank_22;Bahamas
TX0000003395;Brazil;4.719.434.350.647.450;Offshore Transfer;22/5/13 10:00;Person_6034;Construction;UAE;False;Illegal;7;8;Bank_188;Switzerland
TX0000003396;South Africa;2.744.754.179.196.350;Cryptocurrency;22/5/13 11:00;Person_942;Real Estate;Brazil;False;Legal;1;2;Bank_162;Panama
TX0000003397;Russia;33.478.616.048.392.600;Cash Withdrawal;22/5/13 12:00;Person_7607;Real Estate;China;False;Illegal;1;1;Bank_252;Cayman Islands
TX0000003398;USA;3.382.981.331.045.330;Property Purchase;22/5/13 13:00;Person_9086;Arms Trade;Singapore;False;Legal;5;8;Bank_461;Bahamas
TX0000003399;USA;33.840.560.622.019.200;Property Purchase;22/5/13 14:00;Person_2113;Arms Trade;USA;False;Illegal;3;4;Bank_382;Luxembourg
